,Entry Date,Exit Date,Entry Share Price,Exit Share Price,Entry Portfolio Holding,Exit Portfolio Holding,Profit/Loss
45,2019-06-13,2019-08-05,180.351318359375,178.0991973876953,90175.6591796875,89049.59869384766,-1126.0604858398438
46,2019-09-04,2019-09-30,185.58859252929688,186.436767578125,92794.29626464844,93218.3837890625,424.0875244140625
47,2019-10-16,2020-02-27,190.61361694335938,203.49549865722656,95306.80847167969,101747.74932861328,6440.940856933594
48,2020-04-07,2020-09-11,194.76600646972656,268.6663818359375,97383.00323486328,134333.19091796875,36950.18768310547
49,2020-10-06,2020-10-29,273.3453063964844,274.56719970703125,136672.6531982422,137283.59985351562,610.9466552734375
50,2020-11-10,2021-02-25,281.55078125,311.33013916015625,140775.390625,155665.06958007812,14889.678955078125
51,2021-03-23,2021-03-25,316.09783935546875,310.2286682128906,158048.91967773438,155114.3341064453,-2934.5855712890625
52,2021-03-29,2021-05-06,314.7924499511719,330.3372802734375,157396.22497558594,165168.64013671875,7772.4151611328125
53,2021-05-28,2021-09-21,332.7486877441406,365.68292236328125,166374.3438720703,182841.46118164062,16467.117309570312
54,2021-10-19,2021-12-02,374.9910583496094,389.4126281738281,187495.5291748047,194706.31408691406,7210.784912109375
55,2021-12-15,2021-12-16,396.54351806640625,386.3465576171875,198271.75903320312,193173.27880859375,-5098.480224609375
